Domain,ResponseTime
yandex.ru,0.2898519039154053
NSU.ru,0.0060160160064697266
google.ru,0.19500494003295898
vk.com,0.1925368309020996
mail.google.com,0.2994503974914551
mechhub.ru,0.0508418083190918
youtube.com,0.21175193786621094
mail.ru,0.540048360824585
twitch.tv,0.221724271774292
github.com,0.16837382316589355
