Domain,ResponseTime
yandex.ru,0.22318172454833984
NSU.ru,0.007001638412475586
google.ru,0.24149775505065918
vk.com,0.19580650329589844
mail.google.com,0.19770169258117676
mechhub.ru,0.07797026634216309
youtube.com,0.23610806465148926
mail.ru,0.4038217067718506
twitch.tv,0.19469451904296875
animego.org,
